Potri.001G464200,5,346
Potri.001G079100,2,905
Potri.001G350800,3,723
Potri.001G002300,11,91
Potri.001G082900,105,29
Potri.001G458900,2,543
Potri.001G049600,2,71
Potri.001G363500,1,NA
Potri.001G102200,8,81
Potri.001G239600,2,230
Potri.001G150900,9,319
Potri.001G175000,2,878
Potri.001G454800,6,207
Potri.001G380700,3,75
Potri.001G039900,2,1367
Potri.001G069500,10,216
Potri.001G216400,1,NA
Potri.001G418100,9,236
Potri.001G324200,1,NA
Potri.001G153900,2,164
Potri.001G048700,4,2
Potri.001G146500,11,108
Potri.001G171900,6,81
Potri.001G371600,4,600
Potri.001G012900,1,NA
Potri.001G214800,11,236
Potri.001G261600,32,131
Potri.001G412900,4,91
Potri.001G451500,1,NA
Potri.001G407900,2,11
Potri.001G047600,1,NA
Potri.001G339000,1,NA
Potri.001G050200,2,2352
Potri.001G130900,2,97
Potri.001G157200,2,442
Potri.001G147900,11,26
Potri.001G076100,1,NA
Potri.001G170500,2,266
Potri.001G444700,15,268
Potri.001G179200,1,NA
Potri.001G260800,5,234
Potri.001G320100,2,131
Potri.001G023500,2,9
Potri.001G436200,3,418
Potri.001G280200,6,158
Potri.001G035300,7,115
Potri.001G423600,2,1346
Potri.001G004200,2,1113
Potri.001G397300,7,185
Potri.001G404800,36,91
Potri.001G084400,2,440
Potri.001G222300,2,153
Potri.001G416100,5,433
Potri.001G121000,1,NA
Potri.001G199700,7,50
Potri.001G070600,6,144
Potri.001G267600,1,NA
Potri.001G397700,2,92
Potri.001G348500,8,154
Potri.001G306600,1,NA
Potri.001G101200,3,365
Potri.001G210100,8,38
Potri.001G257600,5,173
Potri.001G035500,6,160
Potri.001G045200,4,39
Potri.001G221400,3,351
Potri.001G219400,3,30
Potri.001G200400,10,183
Potri.001G407000,4,382
Potri.001G302500,1,NA
Potri.001G365200,10,53
Potri.001G453500,2,5
Potri.001G307000,7,82
Potri.001G244100,3,726
Potri.001G275200,2,436
Potri.001G060000,1,NA
Potri.001G181200,12,71
Potri.001G142400,1,NA
Potri.001G321500,1,NA
Potri.001G139500,1,NA
Potri.001G352700,4,147
Potri.001G437000,1,NA
Potri.001G283400,34,24
Potri.001G113700,2,437
Potri.001G188200,2,261
Potri.001G249400,2,60
Potri.001G472500,1,NA
Potri.001G415000,3,195
Potri.001G195400,2,0
Potri.001G259800,1,NA
Potri.001G036400,6,211
Potri.001G188100,1,NA
Potri.001G010400,2,24
Potri.001G067800,1,NA
Potri.001G070800,2,70
Potri.001G250700,4,98
Potri.001G450100,2,337
Potri.001G155500,3,156
Potri.001G393300,1,NA
Potri.001G158800,1,NA
Potri.001G144100,1,NA
Potri.001G098700,19,248
Potri.001G422800,11,247
Potri.001G419800,17,118
Potri.001G024200,5,182
Potri.001G361900,11,113
Potri.001G377000,2,144
Potri.001G402300,4,21
Potri.001G354700,3,306
Potri.001G091300,2,0
Potri.001G286900,5,189
Potri.001G031400,1,NA
Potri.001G186000,2,225
Potri.001G211300,10,114
Potri.001G242400,3,319
Potri.001G030800,1,NA
Potri.001G329500,5,19
Potri.001G457800,6,426
Potri.001G020500,2,0
Potri.001G162600,1,NA
Potri.001G224300,5,183
Potri.001G304900,4,422
Potri.001G007300,3,253
Potri.001G289900,4,92
Potri.001G212400,2,511
Potri.001G073600,2,2797
Potri.001G177700,4,225
Potri.001G445800,1,NA
Potri.001G103300,1,NA
Potri.001G413300,2,1214
Potri.001G071600,1,NA
Potri.001G357600,2,265
Potri.001G096700,3,105
Potri.001G114400,1,NA
Potri.001G318500,6,72
Potri.001G166500,2,42
Potri.001G375400,7,239
Potri.001G163000,1,NA
Potri.001G457200,10,217
Potri.001G408800,7,191
Potri.001G344500,8,38
Potri.001G263900,2,0
Potri.001G371300,2,295
Potri.001G208200,12,107
Potri.001G266400,2,642
Potri.001G027400,6,583
Potri.001G008300,1,NA
Potri.001G332000,1,NA
Potri.001G204400,1,NA
Potri.001G002800,20,73
Potri.001G215400,2,425
Potri.001G354800,2,26
Potri.001G041200,6,102
Potri.001G460300,7,337
Potri.001G093000,2,229
Potri.001G403700,22,122
Potri.001G311100,3,68
Potri.001G074700,7,116
Potri.001G252600,3,407
Potri.001G314400,2,829
Potri.001G325500,4,323
Potri.001G185000,3,21
Potri.001G278800,5,270
Potri.001G340800,12,60
Potri.001G421700,9,174
Potri.001G078600,3,699
Potri.001G136700,4,166
Potri.001G345800,1,NA
Potri.001G414200,5,230
Potri.001G452500,1,NA
Potri.001G049800,6,189
Potri.001G025000,5,61
Potri.001G046500,2,1478
Potri.001G269700,4,253
Potri.001G022900,1,NA
Potri.001G178500,6,181
Potri.001G183500,5,292
Potri.001G331100,2,9
Potri.001G377800,3,24
Potri.001G247300,25,31
Potri.001G220100,1,NA
Potri.001G300800,1,NA
Potri.001G438800,2,9
Potri.001G100300,2,81
Potri.001G356900,1,NA
Potri.001G032500,2,37
Potri.001G197800,5,53
Potri.001G089200,1,NA
Potri.001G287400,7,134
Potri.001G446600,10,127
Potri.001G310500,2,30
Potri.001G370900,4,511
Potri.001G254700,1,NA
Potri.001G454900,2,0
Potri.001G380400,1,NA
Potri.001G468200,9,60
Potri.001G176100,2,698
Potri.001G047900,1,NA
Potri.001G109100,1,NA
Potri.001G236000,2,114
Potri.001G079000,9,108
Potri.001G013600,2,79
Potri.001G391300,3,363
Potri.001G260100,2,125
Potri.001G060700,1,NA
Potri.001G286600,6,236
Potri.001G110400,1,NA
Potri.001G459500,3,284
Potri.001G082800,5,34
Potri.001G292800,12,102
Potri.001G330500,4,216
Potri.001G202900,1,NA
Potri.001G102300,1,NA
Potri.001G150800,7,96
Potri.001G120300,6,312
Potri.001G157300,9,504
Potri.001G038300,18,43
Potri.001G141500,1,NA
Potri.001G444600,5,72
Potri.001G411000,5,371
Potri.001G131600,2,218
Potri.001G300600,4,111
Potri.001G255600,1,NA
Potri.001G419100,2,6
Potri.001G361200,5,832
Potri.001G033900,15,53
Potri.001G343200,1,NA
Potri.001G350700,5,402
Potri.001G261700,2,1072
Potri.001G061800,3,115
Potri.001G392800,3,173
Potri.001G038000,6,90
Potri.001G355600,2,627
Potri.001G130800,6,151
Potri.001G461300,11,202
Potri.001G217900,4,198
Potri.001G306700,1,NA
Potri.001G083000,4,14
Potri.001G290400,2,174
Potri.001G320200,5,55
Potri.001G426600,3,96
Potri.001G097700,2,13
Potri.001G334800,8,114
Potri.001G137600,3,57
Potri.001G124800,1,NA
Potri.001G084300,3,151
Potri.001G387600,6,11
Potri.001G054200,6,120
Potri.001G121300,4,103
Potri.001G064900,18,83
Potri.001G394000,9,106
Potri.001G041000,3,151
Potri.001G070700,1,NA
Potri.001G267700,1,NA
Potri.001G321400,6,119
Potri.001G139600,8,445
Potri.001G095400,3,56
Potri.001G359700,2,279
Potri.001G332900,1,NA
Potri.001G065800,9,149
Potri.001G060600,1,NA
Potri.001G044100,1,NA
Potri.001G313400,4,69
Potri.001G378700,2,33
Potri.001G459400,2,162
Potri.001G316100,1,NA
Potri.001G423700,1,NA
Potri.001G448600,1,NA
Potri.001G244000,5,444
Potri.001G181100,1,NA
Potri.001G155200,8,320
Potri.001G164600,7,59
Potri.001G133100,16,50
Potri.001G465800,6,333
Potri.001G353600,2,313
Potri.001G415300,5,248
Potri.001G303800,10,110
Potri.001G272200,2,338
Potri.001G195500,8,57
Potri.001G036500,11,39
Potri.001G045700,1,NA
Potri.001G059200,1,NA
Potri.001G248100,5,156
Potri.001G164100,9,348
Potri.001G341300,12,67
Potri.001G133000,2,839
Potri.001G469300,2,679
Potri.001G450600,6,235
Potri.001G319200,1,NA
Potri.001G119500,2,103
Potri.001G135600,2,244
Potri.001G224200,4,275
Potri.001G304600,1,NA
Potri.001G011900,2,412
Potri.001G066500,39,73
Potri.001G470000,1,NA
Potri.001G098400,3,10
Potri.001G209100,4,44
Potri.001G462200,2,1483
Potri.001G327800,2,143
Potri.001G361800,1,NA
Potri.001G084600,1,NA
Potri.001G132300,7,40
Potri.001G285900,7,236
Potri.001G440500,2,94
Potri.001G362100,2,0
Potri.001G235100,6,99
Potri.001G030900,3,42
Potri.001G392200,1,NA
Potri.001G369900,3,473
Potri.001G062600,1,NA
Potri.001G043700,1,NA
Potri.001G145400,4,277
Potri.001G092000,5,296
Potri.001G007000,2,79
Potri.001G212500,2,136
Potri.001G438500,9,87
Potri.001G413500,1,NA
Potri.001G445900,17,25
Potri.001G259000,3,117
Potri.001G123300,2,40
Potri.001G294900,1,NA
Potri.001G262400,10,68
Potri.001G357700,4,608
Potri.001G114700,2,176
Potri.001G037100,1,NA
Potri.001G318400,5,179
Potri.001G418200,1,NA
Potri.001G375500,18,89
Potri.001G457100,2,118
Potri.001G135800,1,NA
Potri.001G006200,2,57
Potri.001G439100,3,345
Potri.001G336000,5,67
Potri.001G086000,3,687
Potri.001G266700,2,1141
Potri.001G027500,3,340
Potri.001G256400,1,NA
Potri.001G366000,1,NA
Potri.001G231000,2,173
Potri.001G103200,11,155
Potri.001G016200,8,173
Potri.001G292300,2,989
Potri.001G339800,22,54
Potri.001G093700,1,NA
Potri.001G323900,3,153
Potri.001G074800,13,201
Potri.001G252700,6,36
Potri.001G314300,3,116
Potri.001G325400,2,90
Potri.001G449000,6,499
Potri.001G227900,4,39
Potri.001G160600,1,NA
Potri.001G340900,1,NA
Potri.001G443400,16,177
Potri.001G078700,5,131
Potri.001G317400,2,26
Potri.001G143800,5,166
Potri.001G136600,1,NA
Potri.001G414300,1,NA
Potri.001G400800,2,72
Potri.001G281800,3,116
Potri.001G351800,2,84
Potri.001G183400,1,NA
Potri.001G274000,1,NA
Potri.001G405500,1,NA
Potri.001G279500,3,131
Potri.001G058000,2,102
Potri.001G247400,14,149
Potri.001G061100,4,348
Potri.001G340300,2,369
Potri.001G147100,17,52
Potri.001G154200,7,153
Potri.001G125300,5,158
Potri.001G300900,1,NA
Potri.001G100400,1,NA
Potri.001G335900,1,NA
Potri.001G293300,3,479
Potri.001G360500,1,NA
Potri.001G452600,4,210
Potri.001G034100,1,NA
Potri.001G025100,19,66
Potri.001G262700,4,54
Potri.001G201600,2,8
Potri.001G191500,3,360
Potri.001G454600,4,324
Potri.001G468500,3,12
Potri.001G057200,2,231
Potri.001G037900,4,158
Potri.001G419000,1,NA
Potri.001G334500,1,NA
Potri.001G042700,2,1131
Potri.001G391400,15,49
Potri.001G072400,2,0
Potri.001G119300,3,118
Potri.001G270300,7,36
Potri.001G446900,10,267
Potri.001G292900,1,NA
Potri.001G351700,7,37
Potri.001G102000,9,295
Potri.001G112700,1,NA
Potri.001G105900,8,53
Potri.001G473100,7,43
Potri.001G091400,5,81
Potri.001G320300,2,1884
Potri.001G033800,9,205
Potri.001G213300,4,436
Potri.001G343100,2,212
Potri.001G173400,2,417
Potri.001G350600,1,NA
Potri.001G015900,1,NA
Potri.001G053900,5,64
Potri.001G049000,2,1827
Potri.001G025800,3,593
Potri.001G026900,4,43
Potri.001G050000,2,0
Potri.001G080300,1,NA
Potri.001G413800,13,193
Potri.001G348300,1,NA
Potri.001G150100,1,NA
Potri.001G164900,4,729
Potri.001G161400,5,561
Potri.001G303100,2,70
Potri.001G124900,1,NA
Potri.001G271300,1,NA
Potri.001G324800,2,6
Potri.001G276400,1,NA
Potri.001G126900,1,NA
Potri.001G190100,1,NA
Potri.001G121200,9,182
Potri.001G397800,6,63
Potri.001G379800,9,219
Potri.001G139700,24,148
Potri.001G450900,3,1
Potri.001G437200,1,NA
Potri.001G372600,1,NA
Potri.001G133600,2,81
Potri.001G465900,2,138
Potri.001G353700,5,221
Potri.001G093400,2,105
Potri.001G060100,1,NA
Potri.001G011600,3,185
Potri.001G159800,4,27
Potri.001G348800,2,1075
Potri.001G313500,5,195
Potri.001G378600,6,94
Potri.001G209800,4,287
Potri.001G316000,6,324
Potri.001G117000,5,362
Potri.001G229400,8,48
Potri.001G241800,13,147
Potri.001G054300,2,14
Potri.001G302700,2,10
Potri.001G448500,2,74
Potri.001G296800,1,NA
Potri.001G181000,3,39
Potri.001G234200,6,90
Potri.001G312900,5,219
Potri.001G091600,4,205
Potri.001G017500,8,68
Potri.001G322200,4,208
Potri.001G412300,2,1012
Potri.001G289100,1,NA
Potri.001G277200,11,291
Potri.001G036200,4,65
Potri.001G393000,1,NA
Potri.001G018400,1,NA
Potri.001G341200,14,34
Potri.001G104400,1,NA
Potri.001G455500,1,NA
Potri.001G319300,7,26
Potri.001G420700,1,NA
Potri.001G464500,1,NA
Potri.001G203600,2,15
Potri.001G119200,1,NA
Potri.001G182100,3,113
Potri.001G456600,3,257
Potri.001G382900,3,98
Potri.001G392300,9,123
Potri.001G007100,6,181
Potri.001G388900,1,NA
Potri.001G415800,12,270
Potri.001G212200,1,NA
Potri.001G168700,1,NA
Potri.001G098500,1,NA
Potri.001G116600,2,642
Potri.001G209600,4,183
Potri.001G195300,3,298
Potri.001G197000,1,NA
Potri.001G228200,3,191
Potri.001G459100,4,496
Potri.001G167100,3,247
Potri.001G285600,5,353
Potri.001G127100,1,NA
Potri.001G059500,5,160
Potri.001G403300,9,127
Potri.001G248000,1,NA
Potri.001G235000,1,NA
Potri.001G369800,4,42
Potri.001G246300,1,NA
Potri.001G198900,4,178
Potri.001G266600,8,18
Potri.001G027600,4,221
Potri.001G196600,3,783
Potri.001G333400,1,NA
Potri.001G256500,7,86
Potri.001G227000,4,476
Potri.001G119400,7,30
Potri.001G456400,2,3
Potri.001G149400,3,182
Potri.001G172000,2,2
Potri.001G381900,4,420
Potri.001G175900,2,27
Potri.001G308400,2,2
Potri.001G166700,4,247
Potri.001G375200,1,NA
Potri.001G358200,1,NA
Potri.001G118000,2,180
Potri.001G457000,3,682
Potri.001G338200,1,NA
Potri.001G006500,3,429
Potri.001G052900,1,NA
Potri.001G439000,4,145
Potri.001G336700,1,NA
Potri.001G128200,20,56
Potri.001G443500,5,92
Potri.001G109900,1,NA
Potri.001G347200,4,351
Potri.001G146200,12,42
Potri.001G205600,10,42
Potri.001G366100,1,NA
Potri.001G127500,1,NA
Potri.001G016300,5,333
Potri.001G239100,12,167
Potri.001G357400,5,138
Potri.001G150000,4,480
Potri.001G114600,1,NA
Potri.001G037000,5,171
Potri.001G408000,1,NA
Potri.001G252400,5,428
Potri.001G325300,5,117
Potri.001G257100,1,NA
Potri.001G299900,1,NA
Potri.001G404100,1,NA
Potri.001G081200,3,692
Potri.001G421500,14,129
Potri.001G124000,9,183
Potri.001G078000,2,139
Potri.001G317500,7,169
Potri.001G012200,23,160
Potri.001G021600,1,NA
Potri.001G281900,3,305
Potri.001G398200,2,13
Potri.001G460500,4,189
Potri.001G301400,3,241
Potri.001G274100,3,16
Potri.001G185800,1,NA
Potri.001G442900,34,73
Potri.001G472200,1,NA
Potri.001G147000,2,135
Potri.001G154500,2,211
Potri.001G125200,1,NA
Potri.001G042600,1,NA
Potri.001G072500,2,546
Potri.001G316800,6,185
Potri.001G241300,3,40
Potri.001G013900,1,NA
Potri.001G228800,9,27
Potri.001G025600,1,NA
Potri.001G046700,1,NA
Potri.001G269900,5,192
Potri.001G064100,13,123
Potri.001G379700,2,1240
Potri.001G096800,2,22
Potri.001G201700,1,NA
Potri.001G099900,4,282
